age;gender;w2efftrst14;w2efftrst15;w2efftrst16;w2efftrst18;populism_sum;populism;w2eupan1;w2eupan2;w2eupan3;w2eupan4;w2eupan5;w2eupan6;w2eupan7;w2eupan8;w2eupan9;w2eupan10;nativism_sum;nativism;w5EUref1;w6EUref1;w7EUref1;w10EUref1
73;0;4;2;3;4;13;3,25;5;2;5;2;5;3;2;3;1;2;30;3;3;3;3;3
59;0;;;;;;;;;;;;;;;;;;;;;;
73;0;;;;;;;;;;;;;;;;;;;3;2;3;3
62;0;4;4;2;4;14;3,5;3;2;3;3;3;2;3;2;4;2;27;2,7;1;1;1;1
76;0;;;;;;;;;;;;;;;;;;;;;;
59;1;;;;;;;;;;;;;;;;;;;;;;
50;0;;;;;;;;;;;;;;;;;;;1;1;1;1
59;1;;;;;;;;;;;;;;;;;;;;;;
61;1;;;;;;;;;;;;;;;;;;;1;3;3;3
45;1;3;3;3;5;14;3,5;1;1;2;2;3;1;2;1;3;1;17;1,7;;;;
48;1;;;;;;;;;;;;;;;;;;;1;1;1;
61;0;2;4;3;4;13;3,25;5;4;4;4;5;4;4;4;4;2;40;4;;;;
72;1;3;2;1;4;10;2,5;3;2;2;3;4;2;2;2;4;2;26;2,6;1;1;1;1
72;1;2;4;4;4;14;3,5;4;3;4;3;4;2;4;3;5;2;34;3,4;2;2;2;1
57;0;;;;;;;;;;;;;;;;;;;1;1;1;1
64;1;;;;;;;;;;;;;;;;;;;1;1;1;1
65;1;5;5;5;5;20;5;5;5;5;4;5;5;3;5;5;5;47;4,7;3;3;3;3
56;1;;;;;;;;;;;;;;;;;;;3;3;3;3
69;0;4;4;4;4;16;4;3;2;4;2;4;3;3;2;3;2;28;2,8;1;;;
50;1;4;4;4;4;16;4;2;2;2;2;4;4;4;2;3;2;27;2,7;;;;
32;1;;;;;;;;;;;;;;;;;;;;;;
60;0;2;3;2;4;11;2,75;2;2;3;3;3;2;3;1;4;1;24;2,4;1;1;1;1
52;1;2;2;5;4;13;3,25;4;4;5;5;5;3;4;3;4;2;39;3,9;3;3;3;3
54;1;4;4;4;5;17;4,25;5;4;5;3;5;4;4;3;4;3;40;4;2;3;3;3
71;1;3;3;3;5;14;3,5;4;5;5;5;5;3;5;5;5;3;45;4,5;;;;
43;1;;;;;;;;;;;;;;;;;;;;;;
36;0;;;;;;;;;;;;;;;;;;;;;;
28;1;2;3;1;5;11;2,75;4;3;4;2;4;3;3;3;5;2;33;3,3;;;;
64;0;3;3;2;4;12;3;4;4;4;4;5;2;4;4;3;2;36;3,6;1;1;3;1
58;0;2;3;2;4;11;2,75;5;5;5;5;5;5;5;5;5;5;50;5;1;3;2;
59;0;;;;;;;;;;;;;;;;;;;;;;
50;1;3;4;3;3;13;3,25;2;2;3;3;3;1;3;1;3;1;22;2,2;2;2;1;1
57;0;4;5;5;4;18;4,5;4;4;5;5;5;2;2;2;4;1;34;3,4;3;3;3;3
42;0;;;;;;;;;;;;;;;;;;;1;1;1;1
50;0;;;;;;;;;;;;;;;;;;;3;;;
41;1;2;2;3;3;10;2,5;1;1;1;1;4;1;2;1;1;1;14;1,4;;;;
45;0;3;4;4;4;15;3,75;4;3;4;3;4;4;4;4;4;2;36;3,6;1;1;1;
69;0;2;3;2;4;11;2,75;4;2;2;2;3;2;2;2;3;2;24;2,4;1;1;1;1
44;0;;;;;;;;;;;;;;;;;;;;;;
71;1;3;4;4;4;15;3,75;4;1;2;3;3;3;2;2;4;2;26;2,6;;;;
44;1;4;4;4;4;16;4;5;5;5;5;5;5;5;5;5;5;50;5;1;3;3;1
35;0;;;;;;;;;;;;;;;;;;;2;3;2;
44;0;5;4;5;5;19;4,75;5;3;2;3;5;2;3;4;4;2;33;3,3;3;;;
25;0;;;;;;;;;;;;;;;;;;;1;;;
32;1;1;4;5;1;11;2,75;1;3;3;3;4;1;2;1;2;5;25;2,5;;;;
35;1;;;;;;;;;;;;;;;;;;;2;1;1;1
27;0;;;;;;;;;;;;;;;;;;;1;1;1;
61;0;4;4;4;4;16;4;2;2;4;4;4;2;3;4;4;2;31;3,1;3;1;1;1
50;0;4;4;5;5;18;4,5;4;4;3;2;5;3;2;3;4;2;32;3,2;3;;;
41;0;;;;;;;;;;;;;;;;;;;;;;
42;0;;;;;;;;;;;;;;;;;;;3;;;
39;0;1;2;2;3;8;2;4;3;3;3;4;4;4;3;3;2;33;3,3;1;1;1;1
49;1;4;4;4;4;16;4;3;2;4;2;5;3;3;3;2;2;29;2,9;;;;
68;1;;;;;;;;;;;;;;;;;;;3;3;3;
73;1;5;5;5;5;20;5;4;3;5;5;5;3;5;2;4;1;37;3,7;;;;
55;0;;;;;;;;;;;;;;;;;;;1;1;1;1
62;1;;;;;;;;;;;;;;;;;;;;;;
44;0;3;3;3;3;12;3;3;3;3;4;3;3;4;3;2;2;30;3;1;2;1;
39;1;;;;;;;;;;;;;;;;;;;1;2;1;
29;1;2;4;4;4;14;3,5;2;2;2;2;3;3;2;2;4;2;24;2,4;1;1;1;
61;1;;;;;;;;;;;;;;;;;;;;;;
53;0;4;4;4;5;17;4,25;2;2;3;2;4;2;3;2;4;2;26;2,6;3;3;3;3
26;0;;;;;;;;;;;;;;;;;;;3;3;3;
49;0;4;5;5;4;18;4,5;4;5;5;4;5;4;5;5;5;4;46;4,6;;;;
70;1;2;4;4;4;14;3,5;4;4;5;4;5;2;4;4;4;2;38;3,8;;;;
54;0;2;2;2;3;9;2,25;5;3;4;4;4;5;4;4;4;2;39;3,9;3;3;3;3
67;1;5;5;4;5;19;4,75;4;5;5;5;5;2;5;4;3;2;40;4;3;3;3;
59;0;;;;;;;;;;;;;;;;;;;3;3;1;3
57;1;4;4;4;5;17;4,25;5;3;5;5;5;3;5;3;5;3;42;4,2;;;;
24;1;;;;;;;;;;;;;;;;;;;;;;
61;0;4;4;4;4;16;4;4;2;3;3;3;1;3;3;3;1;26;2,6;1;;;
44;0;;;;;;;;;;;;;;;;;;;1;;;
73;0;5;5;5;5;20;5;4;3;4;2;5;2;4;3;5;2;34;3,4;3;3;3;3
58;1;5;4;4;5;18;4,5;5;4;5;3;5;4;5;5;5;1;42;4,2;3;3;3;3
71;0;;;;;;;;;;;;;;;;;;;1;1;1;2
49;0;5;5;4;4;18;4,5;1;2;2;3;3;1;3;1;2;2;20;2;1;1;1;1
53;0;5;4;4;5;18;4,5;2;2;1;3;4;1;2;2;2;1;20;2;1;;;
32;0;2;3;3;3;11;2,75;4;3;3;3;3;4;2;3;3;3;31;3,1;;;;
49;1;5;5;5;5;20;5;4;4;5;5;5;1;5;4;4;2;39;3,9;3;3;3;3
48;0;4;3;3;4;14;3,5;2;3;4;4;4;2;3;3;4;1;30;3;;;;
49;1;3;3;3;3;12;3;5;4;5;5;5;2;5;2;5;1;39;3,9;2;3;3;2
26;1;3;3;4;4;14;3,5;5;5;5;4;5;5;4;5;5;5;48;4,8;2;2;2;
62;1;3;3;4;2;12;3;3;2;3;4;4;3;3;3;4;2;31;3,1;2;2;2;2
52;0;;;;;;;;;;;;;;;;;;;1;1;1;
62;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;3;3;3;
58;0;5;5;5;5;20;5;5;5;5;5;5;4;5;2;4;2;42;4,2;3;3;3;3
35;1;;;;;;;;;;;;;;;;;;;;;;
61;1;;;;;;;;;;;;;;;;;;;1;1;2;
28;0;;;;;;;;;;;;;;;;;;;1;2;2;2
58;1;;;;;;;;;;;;;;;;;;;1;1;1;2
72;1;3;4;4;4;15;3,75;3;3;2;3;5;3;4;3;4;2;32;3,2;1;1;1;2
68;0;3;3;4;5;15;3,75;4;2;4;2;5;4;2;4;4;1;32;3,2;1;;;
44;0;2;3;4;4;13;3,25;2;5;5;5;5;2;4;2;3;1;34;3,4;3;3;3;3
58;1;4;3;4;4;15;3,75;3;4;5;4;4;3;5;4;2;3;37;3,7;3;3;3;
59;1;;;;;;;;;;;;;;;;;;;3;2;2;2
44;1;;;;;;;;;;;;;;;;;;;2;2;2;2
64;1;;;;;;;;;;;;;;;;;;;3;;;
66;1;;;;;;;;;;;;;;;;;;;1;;;
25;0;;;;;;;;;;;;;;;;;;;3;3;;
63;0;;;;;;;;;;;;;;;;;;;1;1;1;
55;0;2;4;3;4;13;3,25;4;2;3;2;3;2;3;2;3;2;26;2,6;1;2;2;1
47;1;;;;;;;;;;;;;;;;;;;2;;;
35;1;3;3;3;4;13;3,25;3;2;2;2;4;2;2;2;4;2;25;2,5;1;1;1;1
76;1;3;4;4;5;16;4;4;4;5;3;5;3;4;3;1;2;34;3,4;;;;
48;0;;;;;;;;;;;;;;;;;;;1;1;1;
51;1;;;;;;;;;;;;;;;;;;;;;;
24;0;5;4;5;5;19;4,75;5;5;5;5;5;3;5;5;5;5;48;4,8;;;;
63;1;;;;;;;;;;;;;;;;;;;;;;
65;1;4;4;4;1;13;3,25;2;1;2;2;2;2;2;5;2;1;21;2,1;1;1;;
33;1;3;3;4;4;14;3,5;1;1;1;3;3;1;2;1;2;1;16;1,6;1;1;1;
58;1;4;4;4;4;16;4;4;4;4;3;5;3;4;3;4;2;36;3,6;3;3;3;3
61;1;;;;;;;;;;;;;;;;;;;;;;
65;1;;;;;;;;;;;;;;;;;;;3;3;3;2
62;0;5;2;5;5;17;4,25;4;2;1;3;2;3;2;1;3;1;22;2,2;1;1;1;
53;0;2;4;2;4;12;3;2;2;3;2;4;2;4;2;4;2;27;2,7;;;;
73;1;5;3;3;3;14;3,5;5;5;5;5;5;1;5;5;5;3;44;4,4;;;;
51;1;3;3;3;4;13;3,25;3;3;4;4;4;4;3;4;4;3;36;3,6;;;;
37;0;;;;;;;;;;;;;;;;;;;1;;;
25;0;;;;;;;;;;;;;;;;;;;2;2;2;2
51;0;4;3;3;4;14;3,5;3;3;2;3;4;3;4;2;1;2;27;2,7;2;;;
33;0;;;;;;;;;;;;;;;;;;;3;3;3;
48;1;4;3;4;5;16;4;1;2;1;2;4;1;1;3;2;1;18;1,8;1;1;1;1
59;1;4;4;4;4;16;4;5;5;5;5;5;1;5;4;5;5;45;4,5;3;3;3;
68;0;5;5;4;5;19;4,75;3;3;2;3;3;2;3;1;1;2;23;2,3;1;1;1;1
64;0;;;;;;;;;;;;;;;;;;;3;;;
23;0;;;;;;;;;;;;;;;;;;;;;;
25;0;2;2;2;2;8;2;1;2;2;3;5;2;2;1;1;4;23;2,3;;;;
38;0;4;2;3;5;14;3,5;4;5;5;3;5;4;5;3;5;2;41;4,1;3;3;3;3
78;0;2;4;3;4;13;3,25;2;2;4;4;5;2;4;2;4;2;31;3,1;1;1;1;1
60;0;4;5;5;4;18;4,5;3;2;3;3;4;1;2;3;1;1;23;2,3;1;1;1;3
72;0;3;3;3;4;13;3,25;5;2;4;3;3;2;2;2;4;1;28;2,8;1;1;;
59;1;;;;;;;;;;;;;;;;;;;2;3;2;3
65;0;;;;;;;;;;;;;;;;;;;3;3;2;3
42;1;;;;;;;;;;;;;;;;;;;;;;
48;1;3;2;3;4;12;3;2;3;2;2;3;2;2;3;1;1;21;2,1;;;;
29;1;;;;;;;;;;;;;;;;;;;1;;;
29;1;3;3;3;4;13;3,25;5;3;4;3;5;2;3;4;4;3;36;3,6;;;;
42;0;4;3;3;4;14;3,5;5;4;1;5;4;4;5;5;4;3;40;4;3;3;3;
27;1;4;4;3;4;15;3,75;2;2;2;2;2;2;2;2;2;1;19;1,9;1;;;
61;1;4;4;4;4;16;4;3;4;4;4;4;3;4;4;4;2;36;3,6;1;;;
47;1;;;;;;;;;;;;;;;;;;;2;;;
61;0;3;3;3;3;12;3;4;4;4;4;4;4;4;4;1;3;36;3,6;3;3;3;3
37;0;3;4;3;4;14;3,5;1;2;1;2;4;1;2;1;1;2;17;1,7;1;;;
48;1;;;;;;;;;;;;;;;;;;;2;2;3;3
65;1;4;2;3;4;13;3,25;2;3;2;2;4;2;3;2;2;1;23;2,3;1;1;1;
67;0;4;4;4;5;17;4,25;5;2;4;3;5;2;4;2;4;2;33;3,3;;;;
41;0;;;;;;;;;;;;;;;;;;;3;3;3;3
55;0;;;;;;;;;;;;;;;;;;;;;;
61;1;;;;;;;;;;;;;;;;;;;2;;;
36;1;;;;;;;;;;;;;;;;;;;2;;;
29;0;4;5;3;5;17;4,25;2;2;1;2;4;1;2;1;1;1;17;1,7;;;;
57;1;3;3;4;3;13;3,25;4;2;4;3;4;4;3;4;4;3;35;3,5;1;1;1;
33;1;;;;;;;;;;;;;;;;;;;2;2;2;
53;1;4;2;2;4;12;3;5;2;2;2;2;2;2;2;3;1;23;2,3;3;3;3;3
39;1;;;;;;;;;;;;;;;;;;;;;;
63;1;;;;;;;;;;;;;;;;;;;3;3;3;3
67;0;;;;;;;;;;;;;;;;;;;3;3;3;3
81;0;4;5;4;4;17;4,25;4;3;4;2;4;2;4;2;3;2;30;3;;;;
35;0;;;;;;;;;;;;;;;;;;;2;2;2;
68;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;;;;
68;1;3;4;2;4;13;3,25;4;2;4;2;4;2;3;2;2;2;27;2,7;3;3;3;
43;1;4;4;4;5;17;4,25;1;1;1;1;4;1;4;1;1;1;16;1,6;;;;
55;0;5;5;5;5;20;5;4;2;2;5;5;2;5;5;5;2;37;3,7;1;1;2;2
33;0;;;;;;;;;;;;;;;;;;;2;;;
47;0;3;2;2;5;12;3;2;1;1;1;2;2;3;4;4;1;21;2,1;1;1;1;1
46;1;4;4;3;4;15;3,75;4;4;5;2;4;3;2;4;5;4;37;3,7;;;;
60;1;4;4;4;4;16;4;2;3;3;2;4;4;2;2;3;1;26;2,6;3;1;3;3
71;0;;;;;;;;;;;;;;;;;;;;;;
48;0;5;4;5;5;19;4,75;2;2;1;3;3;2;2;1;2;1;19;1,9;1;1;1;
65;0;;;;;;;;;;;;;;;;;;;;;;
67;0;4;4;4;5;17;4,25;5;3;5;5;5;5;5;5;3;3;44;4,4;3;;;
47;1;4;4;4;5;17;4,25;3;1;3;4;4;1;3;1;3;1;24;2,4;1;2;;2
71;0;4;4;2;4;14;3,5;5;4;5;5;5;4;5;5;5;2;45;4,5;3;;;
61;0;2;2;3;4;11;2,75;1;2;1;2;2;1;2;1;1;1;14;1,4;1;1;1;1
64;1;4;5;4;4;17;4,25;5;5;5;5;5;5;5;5;5;4;49;4,9;3;3;3;3
67;0;2;2;4;4;12;3;4;2;3;2;3;2;2;3;3;2;26;2,6;;;;
72;1;3;4;4;4;15;3,75;5;4;3;3;4;3;4;2;5;3;36;3,6;3;3;3;
61;1;4;5;4;5;18;4,5;5;3;3;4;5;4;4;1;3;1;33;3,3;1;1;1;1
50;0;4;5;5;5;19;4,75;2;5;3;2;5;2;5;3;3;2;32;3,2;;;;
42;0;;;;;;;;;;;;;;;;;;;;;;
74;0;4;5;5;5;19;4,75;4;2;3;2;4;3;2;2;3;2;27;2,7;1;3;3;1
53;0;;;;;;;;;;;;;;;;;;;;;;
54;1;4;5;5;5;19;4,75;1;2;4;4;5;1;3;2;4;2;28;2,8;1;1;1;1
65;1;3;4;5;5;17;4,25;5;2;5;4;4;5;4;3;4;2;38;3,8;3;3;3;3
66;0;2;3;4;4;13;3,25;4;4;5;4;5;4;5;5;4;2;42;4,2;3;3;3;
35;1;;;;;;;;;;;;;;;;;;;1;1;1;1
48;0;4;4;4;4;16;4;4;4;4;3;4;4;4;4;4;3;38;3,8;;;;
34;0;5;5;5;5;20;5;2;2;3;2;3;3;3;3;4;2;27;2,7;3;3;3;
46;1;;;;;;;;;;;;;;;;;;;2;2;1;2
43;0;;;;;;;;;;;;;;;;;;;;;;
71;1;5;4;5;5;19;4,75;1;2;4;3;5;1;4;1;3;1;25;2,5;3;3;3;
38;1;2;3;2;4;11;2,75;3;2;4;2;4;4;3;2;4;2;30;3;;;;
84;0;;;;;;;;;;;;;;;;;;;1;1;1;1
53;0;;;;;;;;;;;;;;;;;;;3;3;3;3
33;1;;;;;;;;;;;;;;;;;;;3;3;3;3
44;0;3;4;3;4;14;3,5;2;2;2;3;5;2;2;3;4;2;27;2,7;1;1;1;1
28;1;;;;;;;;;;;;;;;;;;;;;;
39;0;;;;;;;;;;;;;;;;;;;3;3;3;3
33;0;3;3;2;4;12;3;5;5;2;3;3;4;2;4;2;3;33;3,3;;;;
35;1;;;;;;;;;;;;;;;;;;;;;;
29;0;;;;;;;;;;;;;;;;;;;1;1;1;1
29;1;4;3;3;4;14;3,5;2;2;2;3;3;2;3;2;3;2;24;2,4;;;;
24;1;;;;;;;;;;;;;;;;;;;;;;
34;0;5;5;5;5;20;5;3;3;3;3;3;3;3;3;3;3;30;3;;;;
26;1;4;4;4;4;16;4;2;2;1;4;3;1;2;1;2;2;20;2;;;;
35;0;5;5;3;5;18;4,5;5;3;4;2;5;4;3;2;5;1;34;3,4;;;;
40;1;4;4;5;5;18;4,5;2;1;2;2;3;2;2;1;2;5;22;2,2;;;;
48;1;3;4;3;4;14;3,5;3;2;4;2;4;1;2;1;3;1;23;2,3;;;;
74;1;;;;;;;;;;;;;;;;;;;;;;
76;0;3;4;3;2;12;3;2;2;2;3;2;1;2;4;1;3;22;2,2;1;1;1;3
76;1;;;;;;;;;;;;;;;;;;;3;3;3;3
71;0;;;;;;;;;;;;;;;;;;;3;3;3;3
44;1;3;3;2;4;12;3;4;3;4;3;4;2;3;4;3;1;31;3,1;;;;
67;0;;;;;;;;;;;;;;;;;;;3;;;
38;0;;;;;;;;;;;;;;;;;;;;;;
70;0;;;;;;;;;;;;;;;;;;;3;3;3;3
42;0;3;3;3;3;12;3;4;3;4;4;5;4;4;4;1;3;36;3,6;3;2;2;2
60;1;;;;;;;;;;;;;;;;;;;3;3;3;
58;0;;;;;;;;;;;;;;;;;;;1;1;1;1
54;0;4;5;5;5;19;4,75;2;5;2;5;5;1;5;3;5;2;35;3,5;3;3;3;3
69;0;;;;;;;;;;;;;;;;;;;;;;
50;0;4;4;2;4;14;3,5;1;2;5;1;5;2;2;1;1;1;21;2,1;1;1;1;1
65;0;;;;;;;;;;;;;;;;;;;3;3;3;3
70;1;;;;;;;;;;;;;;;;;;;3;3;3;3
71;0;;;;;;;;;;;;;;;;;;;3;;;
72;0;2;3;2;4;11;2,75;5;5;5;5;5;4;5;5;4;1;44;4,4;3;3;3;3
60;1;4;4;4;5;17;4,25;5;4;5;2;5;4;4;3;4;2;38;3,8;3;3;3;3
45;0;;;;;;;;;;;;;;;;;;;2;3;3;
69;0;5;4;5;5;19;4,75;5;5;5;4;5;1;1;3;1;1;31;3,1;;;;
59;1;3;4;4;5;16;4;5;3;5;5;5;5;3;5;5;2;43;4,3;;;;
30;0;;;;;;;;;;;;;;;;;;;1;;;
46;1;5;5;5;5;20;5;5;5;5;5;5;3;5;3;5;1;42;4,2;3;3;3;
64;1;3;4;5;4;16;4;3;4;2;4;4;3;3;4;4;1;32;3,2;3;3;3;3
40;0;;;;;;;;;;;;;;;;;;;;;;
32;1;;;;;;;;;;;;;;;;;;;;;;
48;1;;;;;;;;;;;;;;;;;;;1;1;1;1
83;0;;;;;;;;;;;;;;;;;;;1;1;1;1
79;0;5;5;5;5;20;5;5;2;2;2;3;1;2;1;2;1;21;2,1;;;;
68;0;3;4;3;4;14;3,5;2;2;2;4;4;2;4;2;4;2;28;2,8;3;3;3;3
64;1;;;;;;;;;;;;;;;;;;;3;3;;
55;0;4;4;4;4;16;4;1;2;2;2;3;1;2;3;2;1;19;1,9;;;;
54;1;;;;;;;;;;;;;;;;;;;3;;;
65;1;4;5;4;4;17;4,25;2;2;2;3;3;1;2;1;3;2;21;2,1;3;3;3;3
38;0;5;4;5;5;19;4,75;2;1;1;2;4;1;2;1;3;1;18;1,8;1;1;1;
64;1;;;;;;;;;;;;;;;;;;;1;1;1;1
63;1;2;2;2;2;8;2;1;2;2;4;4;1;2;2;2;1;21;2,1;;;;
57;0;5;4;5;5;19;4,75;2;4;2;4;5;2;5;2;3;1;30;3;3;3;3;
52;1;;;;;;;;;;;;;;;;;;;;;;
73;1;3;3;3;3;12;3;3;2;3;3;4;2;3;2;3;2;27;2,7;;;;
55;0;;;;;;;;;;;;;;;;;;;1;1;1;
64;1;3;4;4;4;15;3,75;5;3;4;2;4;3;3;3;3;3;33;3,3;;;;
33;1;5;4;5;5;19;4,75;2;4;5;1;5;3;5;3;4;2;34;3,4;;;;
58;1;3;5;5;5;18;4,5;5;2;4;2;5;1;3;3;5;4;34;3,4;3;3;3;1
26;1;;;;;;;;;;;;;;;;;;;;;;
50;0;3;3;3;4;13;3,25;2;3;3;3;4;3;3;3;3;2;29;2,9;;;;
33;1;;;;;;;;;;;;;;;;;;;;;;
59;1;;;;;;;;;;;;;;;;;;;;;;
33;1;4;4;4;5;17;4,25;4;3;4;3;4;4;4;4;5;1;36;3,6;1;1;1;
47;0;;;;;;;;;;;;;;;;;;;2;2;2;2
54;1;2;2;2;5;11;2,75;2;2;2;2;2;2;3;1;2;1;19;1,9;;;;
67;1;5;5;2;5;17;4,25;4;5;5;4;5;5;5;2;5;2;42;4,2;3;3;3;2
66;0;;;;;;;;;;;;;;;;;;;1;3;2;
50;0;1;2;2;1;6;1,5;1;1;1;3;4;1;2;1;1;1;16;1,6;;;;
43;1;3;4;4;4;15;3,75;3;2;2;3;3;1;3;2;4;3;26;2,6;;;;
69;1;2;4;4;4;14;3,5;2;3;2;3;5;4;2;2;3;2;28;2,8;2;;;
31;0;;;;;;;;;;;;;;;;;;;;;;
40;0;;;;;;;;;;;;;;;;;;;3;3;3;3
68;1;;;;;;;;;;;;;;;;;;;1;1;1;1
46;1;;;;;;;;;;;;;;;;;;;1;2;3;2
44;1;3;3;4;5;15;3,75;3;4;4;3;5;4;5;3;1;1;33;3,3;;;;
64;1;5;5;5;5;20;5;5;4;5;5;5;5;5;5;5;4;48;4,8;;;;
70;0;4;2;2;4;12;3;1;1;3;1;4;3;1;1;4;1;20;2;1;1;1;1
64;1;2;2;2;2;8;2;3;2;3;2;3;3;4;2;2;2;26;2,6;1;1;1;
30;1;;;;;;;;;;;;;;;;;;;1;1;1;2
44;0;4;4;5;5;18;4,5;1;2;2;2;2;1;2;1;3;1;17;1,7;;;;
25;1;;;;;;;;;;;;;;;;;;;3;;;
51;0;5;5;4;4;18;4,5;3;2;2;3;3;2;3;2;2;2;24;2,4;1;1;1;1
64;1;4;4;4;4;16;4;4;3;4;3;5;3;3;4;4;2;35;3,5;2;2;3;3
24;0;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;;;;
58;1;2;3;3;5;13;3,25;2;2;3;2;4;2;3;2;2;2;24;2,4;;;;
71;1;3;3;4;4;14;3,5;3;3;3;2;5;3;3;3;3;5;33;3,3;;;;
45;1;;;;;;;;;;;;;;;;;;;1;1;1;1
43;1;2;3;2;2;9;2,25;2;1;2;3;3;2;3;1;4;1;22;2,2;;;;
40;0;3;4;5;1;13;3,25;2;2;4;3;2;3;2;4;5;3;30;3;2;2;3;3
62;0;;;;;;;;;;;;;;;;;;;3;;;
65;1;;;;;;;;;;;;;;;;;;;3;3;3;
34;1;;;;;;;;;;;;;;;;;;;;;;
32;1;;;;;;;;;;;;;;;;;;;;;;
38;0;5;4;5;5;19;4,75;2;5;5;4;4;4;4;2;5;1;36;3,6;;;;
67;0;4;4;5;1;14;3,5;1;5;1;2;2;2;4;1;1;1;20;2;1;1;1;
57;0;;;;;;;;;;;;;;;;;;;;;;
34;1;;;;;;;;;;;;;;;;;;;3;3;;
76;0;4;4;4;5;17;4,25;3;5;2;4;5;2;4;2;5;2;34;3,4;3;3;3;
48;0;;;;;;;;;;;;;;;;;;;;;;
48;0;3;3;5;3;14;3,5;3;3;3;3;3;3;3;3;3;3;30;3;;;;
72;1;3;4;4;4;15;3,75;3;5;3;2;5;4;5;3;3;2;35;3,5;3;3;3;
39;0;3;2;3;4;12;3;5;5;4;1;5;4;5;5;5;2;41;4,1;;;;
55;0;4;2;2;3;11;2,75;3;3;3;3;3;3;3;3;3;3;30;3;;;;
54;1;4;2;4;5;15;3,75;3;3;2;2;5;2;3;3;5;3;31;3,1;3;3;3;3
68;1;3;2;2;4;11;2,75;2;2;3;4;4;1;3;2;3;1;25;2,5;1;1;1;1
50;0;;;;;;;;;;;;;;;;;;;3;3;3;3
46;1;;;;;;;;;;;;;;;;;;;2;2;2;
42;0;3;4;3;4;14;3,5;5;4;4;5;5;3;4;3;3;4;40;4;3;;;
72;1;5;4;4;5;18;4,5;4;3;4;3;5;4;5;3;4;1;36;3,6;;;;
57;0;;;;;;;;;;;;;;;;;;;3;3;3;3
40;0;4;5;5;5;19;4,75;5;5;5;5;5;4;5;5;4;5;48;4,8;3;3;3;3
53;1;;;;;;;;;;;;;;;;;;;2;2;2;2
40;1;4;4;4;4;16;4;3;2;3;2;4;2;3;3;3;1;26;2,6;;;;
60;0;4;4;2;4;14;3,5;4;4;2;2;5;3;4;4;4;1;33;3,3;1;1;1;1
54;0;4;4;5;4;17;4,25;1;1;1;2;2;1;1;1;2;1;13;1,3;1;;;
40;0;;;;;;;;;;;;;;;;;;;1;;;
45;1;4;4;4;4;16;4;1;1;3;1;4;1;2;1;2;1;17;1,7;;;;
42;0;3;4;5;5;17;4,25;5;4;5;4;5;4;5;5;5;2;44;4,4;2;3;3;1
55;1;3;4;3;4;14;3,5;3;3;3;3;5;3;5;5;3;1;34;3,4;3;3;3;3
57;0;2;3;3;3;11;2,75;3;3;3;3;4;3;4;3;4;3;33;3,3;3;2;2;2
38;0;;;;;;;;;;;;;;;;;;;;;;
54;1;;;;;;;;;;;;;;;;;;;;;;
56;1;4;4;5;4;17;4,25;4;4;4;4;5;5;4;4;5;4;43;4,3;3;3;;
56;0;2;2;2;3;9;2,25;2;2;3;2;4;2;2;3;3;2;25;2,5;1;1;1;1
44;1;;;;;;;;;;;;;;;;;;;3;3;3;
49;1;5;5;5;5;20;5;3;5;5;3;5;3;5;5;5;2;41;4,1;3;3;3;3
50;1;;;;;;;;;;;;;;;;;;;1;1;1;1
75;0;;;;;;;;;;;;;;;;;;;3;3;3;
65;1;4;4;3;4;15;3,75;2;2;3;3;5;4;2;1;3;1;26;2,6;1;1;1;1
64;0;4;4;3;4;15;3,75;4;2;3;3;4;2;4;1;2;2;27;2,7;1;1;1;
60;0;4;4;4;4;16;4;5;3;5;4;5;2;4;4;3;4;39;3,9;1;1;1;1
32;1;;;;;;;;;;;;;;;;;;;2;;;
32;0;;;;;;;;;;;;;;;;;;;;;;
28;1;;;;;;;;;;;;;;;;;;;;;;
49;0;5;5;5;5;20;5;2;2;3;3;5;2;4;4;5;1;31;3,1;3;3;3;3
53;1;3;2;2;4;11;2,75;1;2;2;2;3;1;3;3;3;1;21;2,1;2;1;1;1
66;1;;;;;;;;;;;;;;;;;;;3;3;3;
24;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;2;2;3
25;0;5;5;5;4;19;4,75;3;4;2;4;5;2;5;2;1;1;29;2,9;;;;
50;0;;;;;;;;;;;;;;;;;;;3;3;3;3
62;0;;;;;;;;;;;;;;;;;;;;;;
24;0;;;;;;;;;;;;;;;;;;;1;1;1;
29;0;5;4;5;5;19;4,75;4;2;4;4;4;4;4;2;1;3;32;3,2;1;1;1;1
46;0;;;;;;;;;;;;;;;;;;;1;1;1;1
56;1;4;4;4;4;16;4;4;4;5;4;5;4;4;3;4;2;39;3,9;3;;;
50;1;;;;;;;;;;;;;;;;;;;3;3;3;3
61;0;3;5;4;4;16;4;5;4;3;2;5;2;3;2;5;3;34;3,4;3;3;3;3
57;1;;;;;;;;;;;;;;;;;;;2;;;
46;1;5;4;5;5;19;4,75;4;4;4;4;4;3;4;4;4;2;37;3,7;;;;
30;1;3;3;3;3;12;3;3;2;3;3;3;2;4;3;4;2;29;2,9;;;;
